kepid,kepoi_name,koi_disposition,koi_period,koi_time0bk,koi_duration,koi_depth,koi_prad,koi_teq,koi_steff,koi_slogg,koi_srad,koi_smass
5942949,K02525.01,CONFIRMED,57.2932309,146.23112,4.878,773.6,1.95,355.0,4806.0,4.564,0.729,0.709
12120307,K02597.01,CONFIRMED,8.00504749,138.71228,3.32,187.5,1.52,1035.0,6398.0,4.411,1.101,1.141
12120307,K02597.02,CONFIRMED,12.13070414,139.89855,3.843,211.2,1.61,901.0,6398.0,4.411,1.101,1.141
12120307,K02597.03,CONFIRMED,5.61357653,131.81669,2.905,162.3,1.41,1165.0,6398.0,4.411,1.101,1.141
7446631,K02598.01,CANDIDATE,29.2254372,143.98764,5.293,174.1,1.35,614.0,6049.0,4.461,1.008,1.069
9777251,K02600.01,FALSE POSITIVE,1.33255087,132.059,3.565,123.3,1.19,1728.0,5774.0,4.347,1.054,0.903
6864893,K02375.01,FALSE POSITIVE,40.8792243,163.41583,7.005,413.6,1.62,437.0,5383.0,4.609,0.72,0.769
11701407,K02376.01,CONFIRMED,18.8262877,134.70322,2.344,795.8,2.34,591.0,5215.0,4.481,0.845,0.787
5906426,K02377.01,CANDIDATE,13.9034057,143.52317,3.408,261.4,1.55,646.0,5261.0,4.523,0.819,0.817
11288051,K00241.03,CONFIRMED,3.41045981,131.58062,2.866,136.2,1.06,892.0,4983.0,4.66,0.651,0.715
10813132,K02378.01,CONFIRMED,4.76702759,132.69368,2.013,163.4,1.19,1046.0,5629.0,4.43,0.937,0.864
5857540,K02448.01,CONFIRMED,13.62801048,135.45073,3.5374,912.8,3.28,639.0,5052.0,4.48,0.855,0.805
12208631,K02449.01,CANDIDATE,53.3580444,138.38498,6.812,736.1,3.41,474.0,5481.0,4.369,1.036,0.915
7289317,K02450.01,CONFIRMED,16.83203175,140.53041,4.031,326.0,1.86,690.0,5518.0,4.4,1.008,0.932
6500206,K02451.01,FALSE POSITIVE,13.37499553,142.38153,1.639,458.1,2.01,703.0,5263.0,4.404,0.961,0.852
5545815,K02452.01,FALSE POSITIVE,4.35370136,134.09426,1.913,168.9,1.33,1179.0,5992.0,4.382,0.985,0.852
3116302,K02526.01,FALSE POSITIVE,134.96694,205.9674,18.43,68.4,0.87,385.0,6154.0,4.416,1.053,1.049
7879433,K02527.01,CONFIRMED,1.385787741,135.49119,1.6449,85.4,0.55,1008.0,4239.0,4.667,0.6,0.611
9205907,K02528.01,CONFIRMED,12.02295362,136.20687,1.2667,778.6,3.28,776.0,5982.0,4.535,0.879,0.967
8463346,K02529.01,CONFIRMED,16.79716262,134.0417,3.83,1023.8,2.75,503.0,4652.0,4.617,0.697,0.734
5364071,K00248.04,CONFIRMED,18.59611518,141.26331,2.3052,813.8,1.53,371.0,3834.0,4.708,0.539,0.541
10489206,K00251.02,CONFIRMED,5.77440326,132.96695,1.768,245.3,0.8,529.0,3808.0,4.754,0.508,0.534
7531677,K02601.01,FALSE POSITIVE,2.622134451,131.87323,4.735,128.2,1.64,1548.0,5864.0,4.199,1.369,1.08
10068659,K02602.01,CONFIRMED,11.47685263,139.63194,2.756,240.6,1.58,796.0,5550.0,4.384,1.032,0.941
2443393,K02603.01,CANDIDATE,73.711039,202.7848,10.062,136.7,1.77,563.0,6374.0,4.193,1.502,1.284
9019191,K02604.01,CANDIDATE,14.43348326,143.60783,2.663,526.8,16.25,558.0,4915.0,4.627,0.702,0.787
9718379,K02379.01,FALSE POSITIVE,40.0088894,141.74475,3.616,582.3,20.75,585.0,6237.0,4.403,1.023,0.964
3002478,K02380.01,CANDIDATE,6.35705314,135.47756,1.324,272.2,1.59,990.0,5982.0,4.493,0.96,1.047
4055774,K02381.01,FALSE POSITIVE,6.58738839,133.35768,4.758,258.5,1.35,871.0,5616.0,4.564,0.822,0.907
6670075,K02382.01,FALSE POSITIVE,0.759706632,131.7692,1.0896,39.7,1.38,3834.0,8621.0,4.101,2.094,2.018
9395024,K02383.01,CONFIRMED,4.37033233,131.92696,2.845,177.8,1.56,1191.0,5657.0,4.282,1.182,0.975
8631751,K02453.01,CANDIDATE,1.530515205,131.867506,0.5945,659.7,0.84,608.0,3462.0,5.004,0.259,0.247
11401822,K02454.01,FALSE POSITIVE,1.08070294,131.86686,3.363,145.6,1.04,1565.0,5482.0,4.539,0.813,0.833
6507427,K02455.01,FALSE POSITIVE,4.74254518,133.13916,1.023,305.7,1.77,1118.0,6046.0,4.478,1.007,1.111
5521300,K02456.01,FALSE POSITIVE,18.13559979,138.31557,2.019,452.7,24.49,744.0,6184.0,4.448,1.038,1.1
8478994,K00245.04,CONFIRMED,51.20690303,195.7303,8.99,,,,,,,
9753154,K02457.01,CONFIRMED,3.70429015,132.21478,3.37,55.7,1.45,1839.0,6732.0,3.958,1.927,1.23
9011825,K02530.01,CONFIRMED,37.3331165,162.90453,7.643,187.8,2.5,657.0,5623.0,4.079,1.588,1.104
4172746,K02531.01,CANDIDATE,17.6997392,140.94958,2.76,752.7,1.96,523.0,4807.0,4.583,0.742,0.769
5174858,K02532.01,CONFIRMED,7.9709719,134.0507,1.2893,488.4,2.27,760.0,5237.0,4.572,0.826,0.927
11074835,K02533.01,CONFIRMED,6.03355539,137.121,10.049,89.5,3.34,1598.0,4924.0,3.356,3.588,1.066
1996180,K02534.01,CONFIRMED,3.02558494,134.36744,3.0008,128.3,1.62,1484.0,6123.0,4.263,1.263,1.066
10407221,K02605.01,FALSE POSITIVE,0.933746783,131.51962,4.255,417.5,1.3,1309.0,4643.0,4.61,0.663,0.652
5991936,K02606.01,FALSE POSITIVE,6.09740316,133.32402,4.635,568.5,45.49,1826.0,8828.0,4.227,1.828,2.053
5095635,K02607.01,CANDIDATE,0.754457729,134.983522,0.5891,248.2,2.07,2131.0,5561.0,4.25,1.193,0.925
6269070,K02608.01,CONFIRMED,2.7612237,131.6081,3.681,66.8,1.84,2017.0,6381.0,3.897,2.232,1.436
6705137,K02609.01,FALSE POSITIVE,5.59727625,131.86798,1.659,200.8,1.26,975.0,5796.0,4.522,0.876,0.93
12254688,K02384.01,CANDIDATE,62.6825769,182.22959,2.327,398.9,39.8,916.0,7058.0,3.648,3.101,1.562
8345172,K02385.01,FALSE POSITIVE,50.5715805,161.11366,3.726,1282.6,2.74,406.0,5262.0,4.59,0.783,0.875
4172013,K02386.01,CANDIDATE,16.2707207,145.097,5.707,468.0,28.42,827.0,6117.0,4.315,1.244,1.17
12254378,K02387.01,CONFIRMED,2.032319072,132.32157,1.6762,315.5,1.87,1542.0,6156.0,4.443,1.05,1.114
4247791,K00028.01,FALSE POSITIVE,4.100870416,168.1460533,8.15361,123521.0,82.46,1413.0,5923.0,4.118,1.51,1.09
7604328,K02458.01,CONFIRMED,4.35407371,132.85695,2.427,277.1,1.63,1043.0,5455.0,4.421,0.909,0.795
11236244,K02460.01,CONFIRMED,11.32269749,136.05511,3.517,311.0,1.51,554.0,4563.0,4.624,0.642,0.634
9837685,K02461.01,CONFIRMED,13.71218522,135.51875,2.437,786.7,2.47,676.0,5550.0,4.562,0.831,0.923
5042210,K02462.01,CONFIRMED,12.14684625,131.55623,6.197,70.7,1.75,1097.0,5877.0,3.927,1.963,1.187
12454461,K02463.01,CONFIRMED,7.46718958,136.39348,3.633,75.7,1.04,1035.0,6161.0,4.399,1.169,1.251
1996180,K02534.02,CANDIDATE,5.42204257,133.46021,2.952,79.1,1.39,1222.0,6123.0,4.263,1.263,1.066
9635606,K02535.01,CONFIRMED,48.8882668,153.8341,6.468,462.8,2.96,386.0,4821.0,4.529,0.788,0.765
3728701,K02536.01,CONFIRMED,51.1319346,137.1568,6.019,382.3,2.43,542.0,6071.0,4.353,1.107,1.005
10861715,K02537.01,FALSE POSITIVE,133.516435,134.8898,2.196,510.0,2.01,344.0,5989.0,4.553,0.848,0.935
1849702,K02538.01,CONFIRMED,39.8312536,155.6409,2.442,388.8,1.46,420.0,5026.0,4.58,0.759,0.8
9390653,K00249.01,CONFIRMED,9.549277089,175.757183,1.5832,1826.9,1.57,374.0,3547.0,4.899,0.369,0.396
2305866,K02610.01,CANDIDATE,24.1073172,145.9415,10.465,104.2,2.74,1065.0,6585.0,3.813,2.517,1.502
11187837,K00252.01,CONFIRMED,17.60461401,170.4984,3.716,2292.1,2.64,362.0,3744.0,4.737,0.516,0.529
8885673,K02611.01,FALSE POSITIVE,1.228721184,133.49967,1.041,465.6,1.62,1324.0,4897.0,4.542,0.764,0.742
9712350,K02613.01,CANDIDATE,51.5738653,158.06744,2.784,900.7,2.41,417.0,5380.0,4.581,0.813,0.924
8025596,K02615.01,CONFIRMED,4.69505576,133.93643,3.058,240.0,1.49,1098.0,5999.0,4.494,0.959,1.045
5956787,K02616.01,FALSE POSITIVE,0.569115976,132.01945,2.028,796.9,1.8,1589.0,4788.0,4.61,0.656,0.639
3642741,K00242.01,FALSE POSITIVE,7.258450123,138.344691,5.7297,3714.7,5.53,880.0,5638.0,4.513,0.92,1.006
12071037,K02388.01,FALSE POSITIVE,6.0959841,135.0254,10.39,112.7,0.99,988.0,5826.0,4.43,0.885,0.767
8494617,K02389.01,CONFIRMED,22.9221181,133.66805,8.2,140.3,1.33,684.0,5897.0,4.357,1.081,0.97
10289119,K02390.01,CONFIRMED,16.10474503,135.01186,5.712,124.1,3.21,1159.0,5822.0,3.683,2.886,1.464
7382313,K02392.01,CONFIRMED,7.42697378,133.099,3.206,205.2,1.4,899.0,5573.0,4.434,0.982,0.957
9887224,K02464.01,FALSE POSITIVE,0.874629873,132.25706,1.782,68.1,0.72,1597.0,5099.0,4.491,0.832,0.781
7542369,K02465.01,FALSE POSITIVE,5.46091846,131.66849,1.781,172.0,1.25,1106.0,6319.0,4.465,0.93,0.919
8544992,K02466.01,CONFIRMED,3.17323012,133.69979,1.9094,204.5,0.88,830.0,4500.0,4.632,0.633,0.626
8544992,K02466.02,CONFIRMED,13.2970695,140.94606,3.283,219.7,0.91,515.0,4500.0,4.632,0.633,0.626
11295426,K00246.01,CONFIRMED,5.398752862,173.858666,3.4303,346.5,2.21,1140.0,5790.0,4.279,1.198,0.997
7289162,K02539.01,FALSE POSITIVE,5.26648126,131.6902,1.964,97.8,1.07,1155.0,6204.0,4.394,1.065,1.021
3001885,K02540.01,FALSE POSITIVE,2.67596808,133.70492,2.021,420.6,1.57,998.0,4732.0,4.53,0.795,0.78
12306058,K02541.01,CONFIRMED,7.41683033,137.96389,7.274,72.6,3.36,1425.0,4938.0,3.45,3.324,1.136
6183511,K02542.01,CONFIRMED,0.727331746,132.37007,0.8323,357.4,0.67,849.0,3460.0,4.92,0.356,0.385
12469800,K02543.01,CONFIRMED,1.302017467,131.93696,1.3692,290.5,1.37,1344.0,4948.0,4.508,0.816,0.782
4915638,K02617.01,CONFIRMED,8.63050092,139.57438,3.144,325.8,1.43,739.0,5352.0,4.599,0.764,0.857
6351097,K02618.01,FALSE POSITIVE,12.49117388,136.31491,2.848,189.9,1.36,763.0,5753.0,4.461,0.911,0.875
8081905,K02619.01,CONFIRMED,3.27645723,131.97924,2.219,323.0,1.71,1195.0,5812.0,4.504,0.963,1.079
11465950,K02620.01,CONFIRMED,16.0573291,132.39054,3.546,575.0,2.27,645.0,5644.0,4.575,0.806,0.9
9996632,K02621.01,FALSE POSITIVE,8.44326557,136.26748,3.353,359.5,1.97,934.0,6081.0,4.468,1.023,1.122
4665571,K02393.01,CONFIRMED,4.60300256,133.22313,2.6848,302.5,1.32,848.0,4821.0,4.529,0.788,0.765
4829935,K02395.01,FALSE POSITIVE,16.9329284,132.15407,1.218,488.3,2.46,793.0,6310.0,4.417,1.095,1.143
9269042,K02397.01,CONFIRMED,12.00089667,142.04182,3.266,420.7,1.47,632.0,5195.0,4.598,0.69,0.688
6199056,K02398.01,FALSE POSITIVE,1.169010526,131.738567,1.1717,165.9,91.91,3766.0,5944.0,3.25,5.847,2.214
11461433,K02399.01,CONFIRMED,1.916940872,132.46734,1.4243,105.1,0.89,1246.0,5083.0,4.468,0.872,0.815
11818607,K02467.01,CONFIRMED,5.05661302,134.39648,3.926,137.9,1.15,1049.0,5926.0,4.506,0.939,1.03
8380709,K02468.01,CONFIRMED,24.3344939,147.41892,6.557,323.1,1.74,647.0,6091.0,4.487,0.967,1.045
6149910,K02469.01,CONFIRMED,131.187921,172.3923,6.905,915.9,2.34,284.0,4898.0,4.518,0.803,0.774
9108085,K02470.01,FALSE POSITIVE,2.17489806,134.11887,4.599,74.8,1.08,1496.0,5749.0,4.323,1.15,1.014
5436013,K02471.01,CONFIRMED,25.8859397,157.04329,4.548,217.1,1.66,542.0,5190.0,4.446,0.899,0.823
8676148,K02544.01,CONFIRMED,28.6253502,158.11827,4.551,652.7,2.38,573.0,5774.0,4.508,0.941,1.038
9696358,K02545.01,CONFIRMED,6.98141327,132.7883,6.527,38.0,1.42,1384.0,6054.0,3.923,2.163,1.429
5039129,K02546.01,FALSE POSITIVE,1.319677953,132.06143,1.978,100.7,1.13,1843.0,6306.0,4.426,1.076,1.126
4484336,K02547.01,CONFIRMED,8.94337724,137.30234,2.469,215.1,1.48,946.0,6074.0,4.375,1.005,0.873
9580167,K02548.01,CANDIDATE,0.827151296,132.07927,1.385,272.4,19.1,5171.0,4452.0,2.28,11.895,0.984
9757613,K00250.01,CONFIRMED,12.282998287,170.39809,2.7096,2794.7,2.83,431.0,3879.0,4.708,0.537,0.537
10527135,K02622.01,FALSE POSITIVE,0.328686504,132.77146,0.8592,171.9,1.11,2324.0,5430.0,4.535,0.847,0.896
11752906,K00253.01,CONFIRMED,6.383159135,170.604622,1.7504,2313.2,2.73,530.0,3757.0,4.681,0.576,0.581
10916600,K02623.01,CONFIRMED,5.57654782,136.42668,3.673,53.6,0.92,1183.0,6187.0,4.341,1.238,1.23
8429314,K02624.01,CONFIRMED,115.6863392,246.98666,4.65,945.9,3.52,401.0,5800.0,4.327,1.149,1.021
9153570,K02625.01,CONFIRMED,3.81371423,132.57465,1.973,281.0,1.37,1029.0,5547.0,4.571,0.82,0.918
11768142,K02626.01,CONFIRMED,38.0970717,140.00353,4.307,913.3,1.58,242.0,3554.0,4.867,0.398,0.426
7984574,K02400.01,CANDIDATE,11.6191707,142.12335,1.819,700.4,2.21,756.0,5870.0,4.56,0.834,0.92
9592579,K00243.01,FALSE POSITIVE,2.637574744,134.212775,5.4573,5423.5,9.16,1385.0,6108.0,4.466,1.03,1.132
10336951,K02401.01,CANDIDATE,38.2292037,166.01191,3.893,605.8,1.51,359.0,4544.0,4.656,0.598,0.592
8481129,K02402.01,CONFIRMED,16.3012727,133.79446,3.974,259.5,1.54,557.0,4873.0,4.558,0.796,0.836
2142522,K02403.01,CONFIRMED,13.32354078,134.03671,3.873,116.6,1.32,872.0,6113.0,4.341,1.218,1.194
9395719,K02472.01,CONFIRMED,2.607545159,131.83453,1.3916,351.5,2.07,1431.0,6147.0,4.435,1.096,1.193
8753896,K02473.01,CONFIRMED,3.24417541,132.94014,1.992,371.9,1.84,1047.0,5094.0,4.469,0.87,0.813
8240617,K02474.01,CANDIDATE,176.845697,197.27794,3.812,431.6,42.05,291.0,5592.0,4.541,0.797,0.804
8746295,K02475.01,FALSE POSITIVE,6.85567248,136.01953,2.268,197.7,1.27,897.0,5734.0,4.538,0.883,0.982
10090257,K02476.01,FALSE POSITIVE,2.28607282,133.557,7.82,261.8,1.01,942.0,4583.0,4.65,0.654,0.724
11295426,K00246.02,CONFIRMED,9.60505976,136.37863,3.0063,55.0,0.91,941.0,5790.0,4.279,1.198,0.997
10679583,K02549.01,FALSE POSITIVE,3.54789928,133.78212,2.861,185.3,0.99,987.0,5399.0,4.619,0.725,0.805
11622985,K02550.01,CANDIDATE,18.0243482,144.27756,3.575,441.2,1.98,683.0,5955.0,4.52,0.91,0.999
11361283,K02551.01,CANDIDATE,16.4793229,142.94163,3.312,479.1,1.53,537.0,4908.0,4.618,0.716,0.797
8757824,K02552.01,CONFIRMED,3.65690909,134.95269,2.064,107.4,1.32,1368.0,6078.0,4.294,1.271,1.162
9832208,K02553.01,CONFIRMED,88.0712769,214.51304,6.758,885.4,2.4,330.0,4939.0,4.506,0.819,0.785
6124512,K02627.01,CONFIRMED,8.38395796,134.41408,5.2,108.5,3.24,1285.0,5405.0,3.741,2.605,1.365
10070468,K02628.01,CONFIRMED,1.68189051,133.07951,2.992,83.2,1.27,1790.0,5827.0,4.191,1.374,1.068
10031656,K02629.01,FALSE POSITIVE,8.59000355,131.97492,6.68,298.1,1.82,843.0,5817.0,4.538,0.876,0.965
7584650,K02631.01,CONFIRMED,44.9977604,160.2298,9.686,170.2,1.59,508.0,5871.0,4.493,0.983,1.097
11337566,K02632.01,CONFIRMED,7.12815163,136.88006,5.522,45.9,1.36,1373.0,6311.0,3.998,1.994,1.443
6364215,K02404.01,CANDIDATE,2.10081629,132.26789,2.8182,169.1,1.65,1378.0,5815.0,4.5,0.918,0.974
10202759,K02405.01,FALSE POSITIVE,0.872952088,131.49734,1.4499,137.3,25.5,3165.0,7102.0,3.972,2.082,1.48
5007345,K02406.01,CONFIRMED,7.01074295,138.4027,2.1787,222.8,3.76,1453.0,5814.0,3.745,2.476,1.243
12120484,K02407.01,CONFIRMED,17.2922631,135.75448,7.042,203.1,2.13,809.0,5936.0,4.261,1.299,1.122
6429812,K02408.01,CONFIRMED,94.289223,166.50826,4.102,505.4,2.11,369.0,5632.0,4.537,0.904,1.026
6846911,K02477.01,CONFIRMED,14.02634692,135.17539,1.2808,403.6,2.66,822.0,5970.0,4.355,1.131,1.057
5385439,K02478.01,FALSE POSITIVE,12.425866431,141.5137911,29.1428,257.9,2.12,741.0,5428.0,4.404,0.94,0.816
5963582,K02479.01,CONFIRMED,25.5433704,140.58705,8.567,138.6,2.11,772.0,5422.0,3.945,1.782,1.02
4476423,K02481.01,FALSE POSITIVE,33.8542586,132.1329,12.689,253.3,15.96,1326.0,4553.0,2.605,10.472,1.616
11403389,K02482.01,CONFIRMED,45.0909201,133.55146,4.605,436.3,2.44,487.0,5790.0,4.528,0.9,0.998
9851662,K02483.01,CONFIRMED,15.0539886,135.53329,4.422,221.5,1.44,665.0,5475.0,4.479,0.818,0.734
6467363,K02840.01,CANDIDATE,3.67936863,134.99021,3.47,85.9,0.92,1112.0,5676.0,4.474,0.848,0.781
6467363,K02840.02,CANDIDATE,7.4464635,137.3391,4.084,78.0,0.77,879.0,5676.0,4.474,0.848,0.781
8758204,K02841.01,CONFIRMED,159.388788,226.9313,8.432,1033.0,2.73,289.0,5135.0,4.464,0.874,0.812
8733898,K02842.01,CONFIRMED,1.565412613,132.91281,0.7572,2754.6,1.73,648.0,3464.0,4.923,0.328,0.328
8733898,K02842.02,CONFIRMED,5.14892346,133.31971,0.9613,2355.0,1.72,436.0,3464.0,4.923,0.328,0.328
3228945,K02917.01,FALSE POSITIVE,0.730943372,131.49862,3.004,134.7,1.37,2190.0,6143.0,4.418,1.067,1.085
7008149,K02918.01,FALSE POSITIVE,0.515552803,131.651719,1.7869,1224.1,13.96,1807.0,5068.0,4.556,0.73,0.698
10332213,K02919.01,CONFIRMED,2.522590567,131.64534,1.406,210.2,25.82,1205.0,5591.0,4.559,0.86,0.977
7090524,K02920.01,CONFIRMED,6.73968289,132.29296,4.183,142.0,1.48,1011.0,5511.0,4.261,1.176,0.92
11133306,K00276.01,CONFIRMED,41.74598855,210.399151,4.6125,421.8,2.4,584.0,5978.0,4.316,1.171,1.034
6307063,K02702.01,FALSE POSITIVE,75.378004,167.11715,6.744,447.8,3.82,455.0,5876.0,4.374,1.077,1.001
5871985,K02703.01,CONFIRMED,213.258526,268.13424,7.768,1992.3,2.72,202.0,4477.0,4.649,0.637,0.659
8292840,K00260.02,CONFIRMED,100.2830675,245.04318,10.8636,351.2,2.51,475.0,6214.0,4.238,1.297,1.059
9730163,K02704.01,CONFIRMED,4.871223664,133.64255,1.5916,6462.0,1.56,341.0,3157.0,5.112,0.18,0.153
9730163,K02704.02,CONFIRMED,2.984157711,133.11908,1.2637,2598.0,0.92,401.0,3157.0,5.112,0.18,0.153
11453592,K02705.01,CONFIRMED,2.8867624,131.66592,0.9879,631.8,1.24,557.0,3483.0,4.875,0.389,0.415
3834322,K02763.01,FALSE POSITIVE,0.498434645,131.57053,0.955,239.2,1.08,1676.0,4784.0,4.618,0.708,0.766
10073672,K02764.01,CANDIDATE,2.252976718,132.23957,1.7131,467.9,1.19,795.0,4039.0,4.708,0.559,0.583
11188249,K02765.01,FALSE POSITIVE,2.75505467,133.42201,3.426,85.5,1.74,1783.0,6257.0,4.063,1.748,1.291
4677282,K02766.01,FALSE POSITIVE,1.572181216,131.77456,7.219,219.5,77.12,3384.0,6622.0,3.421,4.315,1.789
5097470,K02767.01,FALSE POSITIVE,1.28805834,131.9914,3.419,92.6,1.08,1736.0,5631.0,4.33,1.132,0.998
4858610,K02844.01,FALSE POSITIVE,2.72288246,131.90948,2.408,152.6,1.06,1162.0,5458.0,4.53,0.872,0.938
10591855,K02845.01,CONFIRMED,1.574090323,131.86116,1.5796,224.9,0.93,998.0,4313.0,4.662,0.65,0.731
4832175,K02846.01,FALSE POSITIVE,0.947738312,132.38567,1.206,202.2,0.88,1229.0,4464.0,4.643,0.638,0.654
7749773,K02848.01,CONFIRMED,13.7872627,144.77403,5.747,75.1,1.55,894.0,5691.0,4.139,1.458,1.068
9451706,K00271.03,CONFIRMED,14.4359459,141.51253,3.414,107.3,1.46,884.0,6075.0,4.264,1.352,1.225
10064256,K02849.01,CONFIRMED,5.95958637,135.00822,2.899,133.1,1.02,897.0,5452.0,4.535,0.9,1.012
6842807,K02921.01,CANDIDATE,16.6146221,137.33276,2.706,361.2,1.49,604.0,5295.0,4.548,0.8,0.825
4381282,K02922.01,FALSE POSITIVE,0.497581917,131.6572,1.46,140.6,0.76,1801.0,5271.0,4.634,0.63,0.624
9815053,K02923.01,CANDIDATE,5.83892993,136.90293,1.1066,237.4,1.19,835.0,5279.0,4.588,0.769,0.839
7609553,K02924.01,CONFIRMED,2.279523364,133.3576,1.6202,126.8,0.87,1123.0,5017.0,4.516,0.797,0.76
10122538,K02926.01,CONFIRMED,12.2854718,131.90073,2.996,1617.1,2.21,434.0,3891.0,4.718,0.564,0.605
10122538,K02926.02,CONFIRMED,5.53609368,131.88286,2.2942,1223.3,2.2,566.0,3891.0,4.718,0.564,0.605
9697131,K02706.01,CANDIDATE,3.09756897,131.55889,4.588,83.3,1.75,1782.0,6329.0,4.026,1.885,1.374
5480640,K02707.01,CONFIRMED,58.0337426,138.7412,5.584,807.1,3.21,486.0,5467.0,4.271,1.152,0.902
5480640,K02707.02,CONFIRMED,14.4252635,136.75608,3.754,221.2,1.68,773.0,5467.0,4.271,1.152,0.902
5480640,K02707.03,CONFIRMED,26.6757818,149.99527,2.696,474.8,2.69,630.0,5467.0,4.271,1.152,0.902
5175986,K02708.01,CONFIRMED,0.868386354,132.06741,1.066,488.5,1.52,1389.0,4792.0,4.627,0.704,0.793
9008737,K02768.01,CONFIRMED,11.8288843,137.6991,3.337,191.0,1.18,730.0,5653.0,4.551,0.857,0.952
9008737,K02768.02,CONFIRMED,14.7512034,137.1559,1.25,261.1,1.63,678.0,5653.0,4.551,0.857,0.952
9692128,K02769.01,FALSE POSITIVE,1.480323978,131.7553,1.833,166.2,1.46,1743.0,5996.0,4.342,1.081,0.936
10917043,K02770.01,CANDIDATE,205.385912,284.18824,8.681,1248.7,2.11,200.0,4400.0,4.659,0.624,0.646
6521045,K00041.02,CONFIRMED,6.88707073,133.17797,4.4679,68.7,1.3,1155.0,5788.0,4.122,1.474,1.05
8167959,K00267.01,FALSE POSITIVE,165.75597,207.3074,8.45,57.3,15049.8,398.0,5800.0,4.119,1.412,0.958
4075015,K02850.01,FALSE POSITIVE,1.11431205,131.75649,2.112,160.4,1.07,1635.0,5776.0,4.554,0.849,0.939
6697605,K02851.01,CONFIRMED,3.42064689,132.30629,1.767,356.8,2.27,1129.0,5370.0,4.411,0.966,0.877
6697605,K02851.02,CANDIDATE,1.23935745,131.85254,1.683,150.9,1.5,1583.0,5370.0,4.411,0.966,0.877
6294819,K02852.01,CONFIRMED,0.675650404,131.68114,1.8261,200.7,1.36,2085.0,5966.0,4.493,0.961,1.049
12602314,K02853.01,CANDIDATE,1.407020118,131.60897,1.3766,181.9,1.12,1350.0,5022.0,4.485,0.849,0.804
5787131,K02927.01,CANDIDATE,24.4359956,134.8181,6.254,496.6,2.31,674.0,6197.0,4.449,1.035,1.096
3230753,K02928.01,FALSE POSITIVE,17.7337356,143.9223,5.558,217.3,1.24,597.0,5335.0,4.56,0.831,0.914
8358012,K02929.01,FALSE POSITIVE,10.06478627,135.24121,2.86,285.7,1.49,729.0,5438.0,4.574,0.82,0.92
4664046,K02930.01,FALSE POSITIVE,1.12976597,132.526,3.096,133.7,0.83,1429.0,5366.0,4.625,0.715,0.793
11401755,K00277.01,CONFIRMED,16.23191704,171.67758,7.461,501.6,3.54,926.0,5919.0,4.042,1.585,1.009
4180401,K02709.01,FALSE POSITIVE,15.4126766,144.9757,3.402,599.8,2.82,618.0,5240.0,4.555,0.856,0.958
6350476,K02710.01,FALSE POSITIVE,1.110599919,131.57274,1.3493,157.6,1.07,1539.0,5227.0,4.463,0.867,0.796
8292840,K00260.03,CONFIRMED,21.86965714,140.29513,5.5177,125.5,1.51,790.0,6214.0,4.238,1.297,1.059
5272233,K02711.01,CONFIRMED,9.02436414,133.54199,3.011,214.6,1.62,939.0,5885.0,4.348,1.111,1.004
5272233,K02711.02,CONFIRMED,17.3408735,138.96694,3.398,159.0,1.43,755.0,5885.0,4.348,1.111,1.004
11456382,K02771.01,FALSE POSITIVE,0.814280672,131.64736,2.326,134.9,1.91,2563.0,6366.0,4.167,1.543,1.273
3130548,K02773.01,FALSE POSITIVE,0.878855771,131.49524,1.1014,269.7,1.57,1864.0,5727.0,4.438,0.937,0.877
9593757,K02774.01,FALSE POSITIVE,2.49432176,133.61066,2.3269,8043.0,8.91,1342.0,5780.0,4.438,1.0,1.0
6346809,K02775.01,CANDIDATE,17.57704569,137.73116,2.022,670.0,27.21,673.0,5653.0,4.442,0.901,0.819
4275117,K02776.01,FALSE POSITIVE,1.00652785,131.71627,1.3175,125.9,1.03,1815.0,6089.0,4.527,0.889,0.971
6545051,K02777.01,FALSE POSITIVE,1.99566293,132.8585,4.514,197.0,1.11,1182.0,5235.0,4.595,0.771,0.862
5513866,K02854.01,FALSE POSITIVE,0.755111225,131.80687,3.164,168.0,1.38,1999.0,5780.0,4.438,1.0,1.0
4547603,K02855.01,CANDIDATE,1.400755743,132.02177,1.0562,144.4,1.3,1628.0,5487.0,4.333,1.072,0.902
5688910,K02856.01,CONFIRMED,25.8730914,143.28644,5.085,694.4,2.88,667.0,6036.0,4.382,1.093,1.048
6345732,K02857.01,CONFIRMED,20.2642023,135.27919,4.664,185.3,2.12,770.0,5937.0,4.251,1.291,1.084
5716763,K00272.01,CANDIDATE,1.28132831,169.665953,0.9157,525.5,4.52,2215.0,5918.0,3.978,1.596,0.881
6345732,K02857.02,CONFIRMED,7.44136102,137.74695,4.554,79.7,1.33,1075.0,5937.0,4.251,1.291,1.084
8611257,K02931.01,CONFIRMED,99.2532336,148.53067,7.208,538.0,2.17,300.0,5010.0,4.623,0.715,0.798
3861611,K02932.01,FALSE POSITIVE,3.84933401,134.43526,2.299,503.9,2.12,1147.0,5984.0,4.521,0.906,0.993
12416987,K02933.01,CANDIDATE,119.0833042,163.56212,2.558,2951.0,22.19,240.0,4412.0,4.662,0.623,0.65
8259713,K02935.01,CANDIDATE,27.8813154,134.51369,6.346,209.2,1.54,681.0,6434.0,4.414,1.055,1.048
10880507,K02936.01,CONFIRMED,6.4802138,132.8598,3.27,142.0,1.26,934.0,5496.0,4.417,0.983,0.92
